serid,type,time
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,Detection-Relocate,0.00226
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-AirwayModel,0.83844
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00043
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,Detection-2ModelPredict,151.24136
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00221
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,Detection-2ModelGetPbb,1.37536
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,Detection-Concat,0.00014
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00052
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,Detection-Dbscan,1.89039
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,Detection-Relocate,0.00148
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00047
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00035
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,Detection-Dbscan,19.24582
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,Detection-Relocate,0.00288
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00054
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-AirwayModel,0.26997
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-FpAreaCheck,0.00043
1.3.12.2.1107.5.1.4.98842.30000018102923341233300284351,LungLeaf-FissureSegmentation-PatchPrediction,21.08734
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00047
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,Preprocess-Cpp,37.85660
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-FpAreaCheck,0.00277
1.3.12.2.1107.5.1.4.98842.30000018102923341233300284351,LungLeaf-FissureSegmentation-MergeResult,0.10512
1.3.12.2.1107.5.1.4.98842.30000018102923341233300284351,LungLeaf-FissureSegmentation,1.43346
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00046
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-FpAreaCheck,0.00302
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00056
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00049
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-FpAreaCheck,0.00107
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-AirwayModel,0.35813
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00039
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-FpAreaCheck,0.00053
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,1.00264
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-FpAreaCheck,0.00055
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00044
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00052
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-NoduleSegmentation,12.88808
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-DensityClassification,0.94936
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,PostProcess-MaliClassification,3.26416
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00509
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00245
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,LungLeaf-FissurePreproc,1.88611
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00053
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00058
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00059
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00049
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,Detection-Dbscan,44.06180
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,Detection-Relocate,0.00506
1.3.12.2.1107.5.1.4.98842.30000018102923341233300284351,LungLeaf-PostProcessingAndDetection,22.18778
1.3.12.2.1107.5.1.4.98842.30000018102923341233300284351,LungSeg-StageOneLungSegPrediction,0.10904
1.3.12.2.1107.5.1.4.98842.30000018102923341233300284351,LungSeg-LungSegPrediction,0.06076
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00058
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00057
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00055
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00048
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,LungLeaf-FissureSegmentation-SlidingWindow,9.44599
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00038
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-FpAreaCheck,0.00058
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,Preprocess-Python,30.49244
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-NoduleSegmentation,31.54172
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-DensityClassification,2.83346
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,PostProcess-MaliClassification,8.52160
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00271
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,LungLeaf-FissurePreproc,1.71863
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00062
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-AirwayModel,0.42314
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00034
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,Preprocess-Cpp,42.03356
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00063
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,1.00148
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,LungLeaf-FissureSegmentation-PatchPrediction,10.04451
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,LungLeaf-FissureSegmentation-MergeResult,0.05598
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,LungLeaf-FissureSegmentation,1.88611
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00054
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,Detection-GeneratePatches,12.08538
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,Detection-SplitPatches,0.00029
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00055
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00055
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00048
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,LungLeaf-FissureSegmentation-SlidingWindow,14.20838
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,Detection-2ModelPredict,69.94533
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00051
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,Detection-2ModelGetPbb,1.29046
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,Detection-Concat,0.00014
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00059
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,1.00172
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00047
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00048
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00051
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00052
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00054
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00048
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,LungLeaf-PostProcessingAndDetection,23.81735
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,LungSeg-StageOneLungSegPrediction,0.09243
1.3.12.2.1107.5.1.4.98842.30000018102923341233300293441,LungSeg-LungSegPrediction,0.04071
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00049
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00056
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,LungLeaf-FissureSegmentation-PatchPrediction,16.83078
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00059
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,LungLeaf-FissureSegmentation-MergeResult,0.07729
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,LungLeaf-FissureSegmentation,1.71863
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,Preprocess-Python,29.92858
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00056
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,1.00173
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00064
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,Detection-GeneratePatches,4.55767
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,Detection-SplitPatches,0.00020
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00048
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00244
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-FpAreaCheck,0.00048
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00069
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-NoduleSegmentation,48.79097
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-DensityClassification,4.23193
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,PostProcess-MaliClassification,11.93313
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00057
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,LungLeaf-FissurePreproc,1.93860
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00126
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,LungLeaf-PostProcessingAndDetection,17.31776
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,1.00099
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,LungSeg-StageOneLungSegPrediction,0.10724
1.3.12.2.1107.5.1.4.67176.30000018110900112933800062412,LungSeg-LungSegPrediction,0.10889
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,Preprocess-Cpp,37.61381
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,LungLeaf-FissureSegmentation-SlidingWindow,8.83268
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00066
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,Detection-Dbscan,5.72242
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,Detection-Relocate,0.00142
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00227
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,PostProcess-AirwayModel,0.82957
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,PostProcess-FpAreaCheck,0.00049
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00791
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,PostProcess-FpAreaCheck,0.00047
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00060
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,PostProcess-FpAreaCheck,0.00057
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00051
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,PostProcess-FpAreaCheck,0.00928
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00060
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,PostProcess-FpAreaCheck,0.00053
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,Preprocess-Python,23.61013
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00049
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,PostProcess-NoduleSegmentation,13.81998
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,PostProcess-DensityClassification,1.92601
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,PostProcess-MaliClassification,3.56383
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,LungLeaf-FissurePreproc,1.53077
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,1.00178
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-FpAreaCheck,0.00117
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,LungLeaf-FissureSegmentation-PatchPrediction,30.99982
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-NoduleSegmentation,62.67228
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-DensityClassification,6.46737
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,PostProcess-MaliClassification,15.91209
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,Detection-GeneratePatches,13.39290
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,LungLeaf-FissureSegmentation-MergeResult,0.11002
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,LungLeaf-FissureSegmentation,1.93860
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,Detection-SplitPatches,0.00025
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,LungLeaf-FissurePreproc,2.18944
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300278,Preprocess-Cpp,38.99101
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,LungLeaf-FissureSegmentation-SlidingWindow,11.06934
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,Preprocess-Cpp,32.77810
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,LungLeaf-FissureSegmentation-SlidingWindow,16.14854
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,LungLeaf-FissureSegmentation-PatchPrediction,18.04332
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,LungLeaf-FissureSegmentation-MergeResult,0.05145
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,LungLeaf-FissureSegmentation,1.53077
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,LungLeaf-PostProcessingAndDetection,25.84613
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,LungSeg-StageOneLungSegPrediction,0.19190
1.3.12.2.1107.5.1.4.98842.30000018102923341233300288255,LungSeg-LungSegPrediction,0.12540
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300278,Preprocess-Python,26.18294
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300278,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,Detection-2ModelPredict,109.56424
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,Detection-2ModelGetPbb,1.75446
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,Detection-Concat,0.00018
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,Detection-Dbscan,0.65917
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,Detection-Relocate,0.00077
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,Preprocess-Python,21.14523
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300278,Detection-GeneratePatches,5.29174
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,PostProcess-AirwayModel,0.52332
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,PostProcess-FpAreaCheck,0.00044
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300278,Detection-SplitPatches,0.00015
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,LungLeaf-PostProcessingAndDetection,12.33845
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,LungSeg-StageOneLungSegPrediction,0.07003
1.3.12.2.1107.5.1.4.67176.30000018110900112933800074793,LungSeg-LungSegPrediction,0.03316
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,LungLeaf-FissureSegmentation-PatchPrediction,16.69469
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,Detection-GeneratePatches,6.58302
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,Detection-SplitPatches,0.00022
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,LungLeaf-FissureSegmentation-MergeResult,0.04137
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,LungLeaf-FissureSegmentation,2.18944
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,PostProcess-FpAreaCheck,0.00058
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,PostProcess-FpAreaCheck,0.00052
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,PostProcess-NoduleSegmentation,10.49561
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,PostProcess-DensityClassification,1.67969
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,PostProcess-MaliClassification,4.28764
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,LungLeaf-FissurePreproc,1.60374
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,LungLeaf-PostProcessingAndDetection,17.94616
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,LungSeg-StageOneLungSegPrediction,0.21101
1.3.12.2.1107.5.1.4.67176.30000018110900112933800073456,LungSeg-LungSegPrediction,0.14713
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,LungLeaf-FissureSegmentation-SlidingWindow,20.17963
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,Detection-2ModelPredict,123.04388
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,Detection-2ModelGetPbb,1.56464
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,Detection-Concat,0.00017
1.3.12.2.1107.5.1.4.67176.30000018110900112933800077589,Preprocess-Cpp,34.42175
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,Detection-Dbscan,2.73521
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,Detection-Relocate,0.00125
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-AirwayModel,0.54487
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-FpAreaCheck,0.00032
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-FpAreaCheck,0.00057
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-FpAreaCheck,0.00040
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-FpAreaCheck,0.00055
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-FpAreaCheck,0.00050
1.3.12.2.1107.5.1.4.67176.30000018110900112933800077589,Preprocess-Python,22.50789
1.3.12.2.1107.5.1.4.67176.30000018110900112933800077589,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.98842.30000018102923341233300301964,Preprocess-Cpp,36.35367
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-FpAreaCheck,0.00063
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-FpAreaCheck,1.00146
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-NoduleSegmentation,17.12889
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-DensityClassification,2.29162
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,PostProcess-MaliClassification,5.23516
1.3.12.2.1107.5.1.4.67176.30000018110900112933800077589,Detection-GeneratePatches,10.92846
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,LungLeaf-FissurePreproc,1.58890
1.3.12.2.1107.5.1.4.67176.30000018110900112933800077589,Detection-SplitPatches,0.00026
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,LungLeaf-FissureSegmentation-PatchPrediction,39.08019
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,LungLeaf-FissureSegmentation-MergeResult,0.09885
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,LungLeaf-FissureSegmentation,1.60374
1.3.12.2.1107.5.1.4.98842.30000018102923341233300301964,Preprocess-Python,22.26882
1.3.12.2.1107.5.1.4.98842.30000018102923341233300301964,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.67176.30000018110900112933800077894,Preprocess-Cpp,38.31387
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,LungLeaf-FissureSegmentation-SlidingWindow,19.52236
1.3.12.2.1107.5.1.4.98842.30000018102923341233300301964,Detection-GeneratePatches,15.15135
1.3.12.2.1107.5.1.4.98842.30000018102923341233300301964,Detection-SplitPatches,0.00025
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,LungLeaf-PostProcessingAndDetection,20.04128
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,LungSeg-StageOneLungSegPrediction,0.05141
1.3.12.2.1107.5.1.4.98842.30000018102923341233300297184,LungSeg-LungSegPrediction,0.01628
1.3.12.2.1107.5.1.4.67176.30000018110900112933800077894,Preprocess-Python,24.77525
1.3.12.2.1107.5.1.4.67176.30000018110900112933800077894,Detection-PrepareLoader,0.00007
1.3.12.2.1107.5.1.4.67176.30000018110900112933800077894,Detection-GeneratePatches,13.81741
1.3.12.2.1107.5.1.4.67176.30000018110900112933800077894,Detection-SplitPatches,0.00025
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,Detection-2ModelPredict,175.76559
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,Detection-2ModelGetPbb,1.68582
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,Detection-Concat,0.00011
1.3.12.2.1107.5.1.4.98842.30000018102923341233300302136,Preprocess-Cpp,21.60933
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,Detection-Dbscan,0.68179
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,Detection-Relocate,0.00130
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,PostProcess-AirwayModel,0.73317
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,PostProcess-FpAreaCheck,0.00045
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,LungLeaf-FissureSegmentation-PatchPrediction,50.74845
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,LungLeaf-FissureSegmentation-MergeResult,0.07659
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,LungLeaf-FissureSegmentation,1.58890
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,PostProcess-FpAreaCheck,0.00052
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,PostProcess-FpAreaCheck,0.00068
1.3.12.2.1107.5.1.4.98842.30000018102923341233300302136,Preprocess-Python,17.19449
1.3.12.2.1107.5.1.4.98842.30000018102923341233300302136,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,PostProcess-FpAreaCheck,0.00063
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,PostProcess-FpAreaCheck,0.00052
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,Detection-2ModelPredict,163.95787
1.3.12.2.1107.5.1.4.98842.30000018102923341233300302136,Detection-GeneratePatches,8.20855
1.3.12.2.1107.5.1.4.98842.30000018102923341233300302136,Detection-SplitPatches,0.00012
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,Detection-2ModelGetPbb,1.37793
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,Detection-Concat,0.00018
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,PostProcess-NoduleSegmentation,12.31143
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,PostProcess-DensityClassification,3.66047
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,PostProcess-MaliClassification,4.51926
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,LungLeaf-FissurePreproc,1.29582
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,Detection-Dbscan,1.38984
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,Detection-Relocate,0.00122
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,LungLeaf-PostProcessingAndDetection,21.64918
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,LungSeg-StageOneLungSegPrediction,0.06118
1.3.12.2.1107.5.1.4.98842.30000018102923341233300298516,LungSeg-LungSegPrediction,0.02634
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,PostProcess-AirwayModel,0.88252
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,PostProcess-FpAreaCheck,0.00058
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,PostProcess-FpAreaCheck,0.00235
1.3.12.2.1107.5.1.4.98842.30000018102923341233300299666,LungLeaf-FissureSegmentation-SlidingWindow,14.00369
1.3.12.2.1107.5.1.4.98842.30000018102923341233300300460,PostProcess-FpAreaCheck,0.00080
