serid,type,time
1.2.156.112605.14038013507639.20180623005840.3.5688.7,LungLeaf-FissurePreproc,0.69168
1.2.156.112605.14038013507639.20180623001447.3.5688.12,LungLeaf-FissureSegmentation-PatchPrediction,5.53754
1.2.156.112605.14038013507639.20180623001447.3.5688.12,LungLeaf-FissureSegmentation-MergeResult,0.09619
1.2.156.112605.14038013507639.20180623001447.3.5688.12,LungLeaf-FissureSegmentation,27.36781
1.2.156.112605.14038013507639.20180623000047.3.5688.7,LungSeg-LungSegPrediction-StageOne,0.06833
1.2.156.112605.14038013507639.20180623000047.3.5688.7,LungSeg-LungSegPrediction,0.51172
1.2.156.112605.14038013507639.20180623001447.3.5688.12,LungSeg-LungSegPrediction-StageOne,0.06574
1.2.156.112605.14038013507639.20180623001447.3.5688.12,LungSeg-LungSegPrediction,0.27042
1.2.156.112605.14038013507639.20180623005840.3.5688.7,LungLeaf-FissureSegmentation-SlidingWindow,14.32677
1.2.156.112605.14038013507639.20180622022523.3.5688.17,LungLeaf-FissureSegmentation-PatchPrediction,10.42678
1.2.156.112605.14038013507639.20180622022523.3.5688.17,LungLeaf-FissureSegmentation-MergeResult,0.09638
1.2.156.112605.14038013507639.20180622022523.3.5688.17,LungLeaf-FissureSegmentation,41.16265
1.2.156.112605.14038013507639.20180623005840.3.5688.7,LungLeaf-FissureSegmentation-PatchPrediction,4.35608
1.2.156.112605.14038013507639.20180623005840.3.5688.7,LungLeaf-FissureSegmentation-MergeResult,0.06748
1.2.156.112605.14038013507639.20180623005840.3.5688.7,LungLeaf-FissureSegmentation,23.27689
1.2.156.112605.14038013507639.20180614053314.3.5860.6,PostProcess-fpAreaCheck,0.00587
1.2.156.112605.14038013507639.20180614053314.3.5860.6,PostProcess-NoduleSegmentation,73.17431
1.2.156.112605.14038013507639.20180614053314.3.5860.6,PostProcess-DensityClassification,1.98697
1.2.156.112605.14038013507639.20180614053314.3.5860.6,PostProcess-MaliClassification,8.98831
1.2.156.112605.14038013507639.20180614053314.3.5860.6,LungLeaf-FissurePreproc,1.34057
1.2.156.112605.14038013507639.20180622022523.3.5688.17,LungSeg-LungSegPrediction-StageOne,1.22826
1.2.156.112605.14038013507639.20180622022523.3.5688.17,LungSeg-LungSegPrediction,1.80292
1.2.156.112605.14038013507639.20180623004122.3.5688.7,PostProcess-fpAreaCheck,0.00502
1.2.156.112605.14038013507639.20180623004122.3.5688.7,PostProcess-NoduleSegmentation,32.28735
1.2.156.112605.14038013507639.20180623004122.3.5688.7,PostProcess-DensityClassification,0.39231
1.2.156.112605.14038013507639.20180623004122.3.5688.7,PostProcess-MaliClassification,7.73200
1.2.156.112605.14038013507639.20180623004122.3.5688.7,LungLeaf-FissurePreproc,0.80918
1.2.156.112605.14038013507639.20180623005840.3.5688.7,LungSeg-LungSegPrediction-StageOne,0.05584
1.2.156.112605.14038013507639.20180623005840.3.5688.7,LungSeg-LungSegPrediction,0.21885
1.2.156.112605.14038013507639.20180623015219.3.5688.5,Preprocess-Cpp,12.78492
1.2.156.112605.14038013507639.20180623015219.3.5688.5,Preprocess-Python,0.00016
1.2.156.112605.14038013507639.20180623015635.3.5688.17,Preprocess-Cpp,13.37816
1.2.156.112605.14038013507639.20180623015635.3.5688.17,Preprocess-Python,0.00018
1.2.156.112605.14038013507639.20180623015219.3.5688.5,PostProcess-AirwayModel,0.13858
1.2.156.112605.14038013507639.20180623015635.3.5688.17,PostProcess-AirwayModel,0.10127
1.2.156.112605.14038013507639.20180614053314.3.5860.6,LungLeaf-FissureSegmentation-SlidingWindow,15.54827
1.2.156.112605.14038013507639.20180623015219.3.5688.5,PostProcess-fpAreaCheck,0.00150
1.2.156.112605.14038013507639.20180623015219.3.5688.5,PostProcess-NoduleSegmentation,4.16004
1.2.156.112605.14038013507639.20180623015219.3.5688.5,PostProcess-DensityClassification,0.06233
1.2.156.112605.14038013507639.20180623015219.3.5688.5,PostProcess-MaliClassification,2.46740
1.2.156.112605.14038013507639.20180623015219.3.5688.5,LungLeaf-FissurePreproc,0.64692
1.2.156.112605.14038013507639.20180623004122.3.5688.7,LungLeaf-FissureSegmentation-SlidingWindow,13.75599
1.2.156.112605.14038013507639.20180623234433.3.5688.11,Preprocess-Cpp,12.32014
1.2.156.112605.14038013507639.20180623234433.3.5688.11,Preprocess-Python,0.00019
1.2.156.112605.14038013507639.20180623234433.3.5688.11,PostProcess-AirwayModel,0.11155
1.2.156.112605.14038013507639.20180623015635.3.5688.17,PostProcess-fpAreaCheck,0.00261
1.2.156.112605.14038013507639.20180623015635.3.5688.17,PostProcess-NoduleSegmentation,15.29554
1.2.156.112605.14038013507639.20180623015635.3.5688.17,PostProcess-DensityClassification,0.26777
1.2.156.112605.14038013507639.20180623015635.3.5688.17,PostProcess-MaliClassification,4.36204
1.2.156.112605.14038013507639.20180623234433.3.5688.11,PostProcess-fpAreaCheck,0.00102
1.2.156.112605.14038013507639.20180623234433.3.5688.11,PostProcess-NoduleSegmentation,4.06938
1.2.156.112605.14038013507639.20180623234433.3.5688.11,PostProcess-DensityClassification,0.10771
1.2.156.112605.14038013507639.20180623234433.3.5688.11,PostProcess-MaliClassification,1.45828
1.2.156.112605.14038013507639.20180623234433.3.5688.11,LungLeaf-FissurePreproc,0.63110
1.2.156.112605.14038013507639.20180623015635.3.5688.17,LungLeaf-FissurePreproc,0.83535
1.2.156.112605.14038013507639.20180614053314.3.5860.6,LungLeaf-FissureSegmentation-PatchPrediction,10.55551
1.2.156.112605.14038013507639.20180614053314.3.5860.6,LungLeaf-FissureSegmentation-MergeResult,0.08811
1.2.156.112605.14038013507639.20180614053314.3.5860.6,LungLeaf-FissureSegmentation,32.68647
1.2.156.112605.14038013507639.20180623015219.3.5688.5,LungLeaf-FissureSegmentation-SlidingWindow,15.43027
1.2.156.112605.14038013507639.20180623004122.3.5688.7,LungLeaf-FissureSegmentation-PatchPrediction,11.53052
1.2.156.112605.14038013507639.20180623004122.3.5688.7,LungLeaf-FissureSegmentation-MergeResult,0.09120
1.2.156.112605.14038013507639.20180623004122.3.5688.7,LungLeaf-FissureSegmentation,30.69486
1.2.156.112605.14038013507639.20180623015219.3.5688.5,LungLeaf-FissureSegmentation-PatchPrediction,4.24442
1.2.156.112605.14038013507639.20180623015219.3.5688.5,LungLeaf-FissureSegmentation-MergeResult,0.04894
1.2.156.112605.14038013507639.20180623234433.3.5688.11,LungLeaf-FissureSegmentation-SlidingWindow,11.48332
1.2.156.112605.14038013507639.20180623015219.3.5688.5,LungLeaf-FissureSegmentation,25.38227
1.2.156.112605.14038013507639.20180623004122.3.5688.7,LungSeg-LungSegPrediction-StageOne,0.15809
1.2.156.112605.14038013507639.20180623004122.3.5688.7,LungSeg-LungSegPrediction,0.60802
1.2.156.112605.14038013507639.20180623015635.3.5688.17,LungLeaf-FissureSegmentation-SlidingWindow,14.32905
1.2.156.112605.14038013507639.20180614053314.3.5860.6,LungLeaf-PostProcessingAndDetection,15.14074
1.2.156.112605.14038013507639.20180614053314.3.5860.6,LungLeaf-PositionPrediction,1.00159
1.2.156.112605.14038013507639.20180614053314.3.5860.6,LungSeg-LungSegPrediction-StageOne,0.12872
1.2.156.112605.14038013507639.20180614053314.3.5860.6,LungSeg-LungSegPrediction,0.57841
1.2.156.112605.14038013507639.20180623015219.3.5688.5,LungSeg-LungSegPrediction-StageOne,0.06517
1.2.156.112605.14038013507639.20180623015219.3.5688.5,LungSeg-LungSegPrediction,0.21229
1.2.156.112605.14038013507639.20180623234433.3.5688.11,LungLeaf-FissureSegmentation-PatchPrediction,4.64378
1.2.156.112605.14038013507639.20180623234433.3.5688.11,LungLeaf-FissureSegmentation-MergeResult,0.03686
1.2.156.112605.14038013507639.20180623234433.3.5688.11,LungLeaf-FissureSegmentation,20.47158
1.2.156.112605.14038013507639.20180623015635.3.5688.17,LungLeaf-FissureSegmentation-PatchPrediction,3.99261
1.2.156.112605.14038013507639.20180623015635.3.5688.17,LungLeaf-FissureSegmentation-MergeResult,0.04090
1.2.156.112605.14038013507639.20180623015635.3.5688.17,LungLeaf-FissureSegmentation,22.91535
1.2.156.112605.14038013507639.20180623234433.3.5688.11,LungSeg-LungSegPrediction-StageOne,0.04399
1.2.156.112605.14038013507639.20180623234433.3.5688.11,LungSeg-LungSegPrediction,0.25969
1.2.156.112605.14038013507639.20180623015635.3.5688.17,LungLeaf-PostProcessingAndDetection,10.18247
1.2.156.112605.14038013507639.20180623015635.3.5688.17,LungLeaf-PositionPrediction,0.00028
1.2.156.112605.14038013507639.20180623015635.3.5688.17,LungSeg-LungSegPrediction-StageOne,0.07927
1.2.156.112605.14038013507639.20180623015635.3.5688.17,LungSeg-LungSegPrediction,0.36966
1.2.156.112605.14038013507639.20180624003756.3.5688.5,Preprocess-Cpp,8.60050
1.2.156.112605.14038013507639.20180624003756.3.5688.5,Preprocess-Python,0.00010
1.2.156.112605.14038013507639.20180624003313.3.5688.7,Preprocess-Cpp,9.90728
1.2.156.112605.14038013507639.20180624003313.3.5688.7,Preprocess-Python,0.00010
1.2.156.112605.14038013507639.20180624003756.3.5688.5,PostProcess-AirwayModel,0.08063
1.2.156.112605.14038013507639.20180624003313.3.5688.7,PostProcess-AirwayModel,0.08656
1.2.156.112605.14038013507639.20180624003313.3.5688.7,PostProcess-fpAreaCheck,0.00069
1.2.156.112605.14038013507639.20180624003313.3.5688.7,PostProcess-NoduleSegmentation,2.55377
1.2.156.112605.14038013507639.20180624003313.3.5688.7,PostProcess-DensityClassification,0.01678
1.2.156.112605.14038013507639.20180624003313.3.5688.7,PostProcess-MaliClassification,0.92201
1.2.156.112605.14038013507639.20180624003313.3.5688.7,LungLeaf-FissurePreproc,0.46573
1.2.156.112605.14038013507639.20180624003756.3.5688.5,PostProcess-fpAreaCheck,0.00098
1.2.156.112605.14038013507639.20180624003756.3.5688.5,PostProcess-NoduleSegmentation,6.74218
1.2.156.112605.14038013507639.20180624003756.3.5688.5,PostProcess-DensityClassification,0.09545
1.2.156.112605.14038013507639.20180624003756.3.5688.5,PostProcess-MaliClassification,1.54525
1.2.156.112605.14038013507639.20180624003756.3.5688.5,LungLeaf-FissurePreproc,0.33274
1.2.156.112605.14038013507639.20180624003756.3.5688.5,LungLeaf-FissureSegmentation-SlidingWindow,8.85780
1.2.156.112605.14038013507639.20180624003313.3.5688.7,LungLeaf-FissureSegmentation-SlidingWindow,12.71261
1.2.156.112605.14038013507639.20180624003756.3.5688.5,LungLeaf-FissureSegmentation-PatchPrediction,4.37175
1.2.156.112605.14038013507639.20180624003756.3.5688.5,LungLeaf-FissureSegmentation-MergeResult,0.04061
1.2.156.112605.14038013507639.20180624003756.3.5688.5,LungLeaf-FissureSegmentation,17.17622
1.2.156.112605.14038013507639.20180624003313.3.5688.7,LungLeaf-FissureSegmentation-PatchPrediction,5.45066
1.2.156.112605.14038013507639.20180624003313.3.5688.7,LungLeaf-FissureSegmentation-MergeResult,0.04572
1.2.156.112605.14038013507639.20180624003313.3.5688.7,LungLeaf-FissureSegmentation,23.55252
1.2.156.112605.14038013507639.20180624003756.3.5688.5,LungSeg-LungSegPrediction-StageOne,0.05238
1.2.156.112605.14038013507639.20180624003756.3.5688.5,LungSeg-LungSegPrediction,0.27798
1.2.156.112605.14038013507639.20180624003313.3.5688.7,LungSeg-LungSegPrediction-StageOne,0.04529
1.2.156.112605.14038013507639.20180624003313.3.5688.7,LungSeg-LungSegPrediction,0.31027
1.2.156.112605.14038013507639.20180624005840.3.5688.1,Preprocess-Cpp,10.86775
1.2.156.112605.14038013507639.20180624005840.3.5688.1,Preprocess-Python,0.00017
1.2.156.112605.14038013507639.20180707003444.3.5688.6,Preprocess-Cpp,11.70926
1.2.156.112605.14038013507639.20180707003444.3.5688.6,Preprocess-Python,0.00028
1.2.156.112605.14038013507639.20180625002401.3.5688.16,Preprocess-Cpp,13.53216
1.2.156.112605.14038013507639.20180625002401.3.5688.16,Preprocess-Python,0.00014
1.2.156.112605.14038013507639.20180624005840.3.5688.1,PostProcess-AirwayModel,0.11125
1.2.156.112605.14038013507639.20180625011625.3.5688.21,Preprocess-Cpp,12.66095
1.2.156.112605.14038013507639.20180625011625.3.5688.21,Preprocess-Python,0.00018
1.2.156.112605.14038013507639.20180707003444.3.5688.6,PostProcess-AirwayModel,0.08821
1.2.156.112605.14038013507639.20180625011625.3.5688.21,PostProcess-AirwayModel,0.11062
1.2.156.112605.14038013507639.20180625002401.3.5688.16,PostProcess-AirwayModel,0.11321
1.2.156.112605.14038013507639.20180624005840.3.5688.1,PostProcess-fpAreaCheck,0.00098
1.2.156.112605.14038013507639.20180624005840.3.5688.1,PostProcess-NoduleSegmentation,4.32287
1.2.156.112605.14038013507639.20180624005840.3.5688.1,PostProcess-DensityClassification,0.22849
1.2.156.112605.14038013507639.20180624005840.3.5688.1,PostProcess-MaliClassification,1.38025
1.2.156.112605.14038013507639.20180707003444.3.5688.6,PostProcess-fpAreaCheck,0.00017
1.2.156.112605.14038013507639.20180707003444.3.5688.6,PostProcess-NoduleSegmentation,1.25788
1.2.156.112605.14038013507639.20180707003444.3.5688.6,PostProcess-DensityClassification,0.07409
1.2.156.112605.14038013507639.20180707003444.3.5688.6,PostProcess-MaliClassification,0.36036
1.2.156.112605.14038013507639.20180624005840.3.5688.1,LungLeaf-FissurePreproc,0.40487
1.2.156.112605.14038013507639.20180707003444.3.5688.6,LungLeaf-FissurePreproc,0.66827
1.2.156.112605.14038013507639.20180625002401.3.5688.16,PostProcess-fpAreaCheck,0.00111
1.2.156.112605.14038013507639.20180625002401.3.5688.16,PostProcess-NoduleSegmentation,4.11123
1.2.156.112605.14038013507639.20180625002401.3.5688.16,PostProcess-DensityClassification,0.02629
1.2.156.112605.14038013507639.20180625002401.3.5688.16,PostProcess-MaliClassification,1.56828
1.2.156.112605.14038013507639.20180625002401.3.5688.16,LungLeaf-FissurePreproc,0.56932
1.2.156.112605.14038013507639.20180624005840.3.5688.1,LungLeaf-FissureSegmentation-SlidingWindow,10.42142
1.2.156.112605.14038013507639.20180625011625.3.5688.21,PostProcess-fpAreaCheck,0.00179
1.2.156.112605.14038013507639.20180625011625.3.5688.21,PostProcess-NoduleSegmentation,12.54864
1.2.156.112605.14038013507639.20180625011625.3.5688.21,PostProcess-DensityClassification,0.04200
1.2.156.112605.14038013507639.20180625011625.3.5688.21,PostProcess-MaliClassification,2.25437
1.2.156.112605.14038013507639.20180707003444.3.5688.6,LungLeaf-FissureSegmentation-SlidingWindow,15.11290
1.2.156.112605.14038013507639.20180625011625.3.5688.21,LungLeaf-FissurePreproc,0.59921
1.2.156.112605.14038013507639.20180624005840.3.5688.1,LungLeaf-FissureSegmentation-PatchPrediction,3.74480
1.2.156.112605.14038013507639.20180624005840.3.5688.1,LungLeaf-FissureSegmentation-MergeResult,0.05319
1.2.156.112605.14038013507639.20180624005840.3.5688.1,LungLeaf-FissureSegmentation,18.65813
1.2.156.112605.14038013507639.20180625002401.3.5688.16,LungLeaf-FissureSegmentation-SlidingWindow,16.96560
1.2.156.112605.14038013507639.20180625011625.3.5688.21,LungLeaf-FissureSegmentation-SlidingWindow,11.29160
1.2.156.112605.14038013507639.20180624005840.3.5688.1,LungLeaf-PostProcessingAndDetection,9.89378
1.2.156.112605.14038013507639.20180624005840.3.5688.1,LungLeaf-PositionPrediction,0.00032
1.2.156.112605.14038013507639.20180624005840.3.5688.1,LungSeg-LungSegPrediction-StageOne,0.05352
1.2.156.112605.14038013507639.20180624005840.3.5688.1,LungSeg-LungSegPrediction,0.33738
1.2.156.112605.14038013507639.20180707003444.3.5688.6,LungLeaf-FissureSegmentation-PatchPrediction,7.83344
1.2.156.112605.14038013507639.20180707003444.3.5688.6,LungLeaf-FissureSegmentation-MergeResult,0.08542
1.2.156.112605.14038013507639.20180707003444.3.5688.6,LungLeaf-FissureSegmentation,28.60706
1.2.156.112605.14038013507639.20180625002401.3.5688.16,LungLeaf-FissureSegmentation-PatchPrediction,6.70026
1.2.156.112605.14038013507639.20180625002401.3.5688.16,LungLeaf-FissureSegmentation-MergeResult,0.05402
1.2.156.112605.14038013507639.20180625002401.3.5688.16,LungLeaf-FissureSegmentation,29.39941
1.2.156.112605.14038013507639.20180625011625.3.5688.21,LungLeaf-FissureSegmentation-PatchPrediction,5.70372
1.2.156.112605.14038013507639.20180625011625.3.5688.21,LungLeaf-FissureSegmentation-MergeResult,0.04897
1.2.156.112605.14038013507639.20180625011625.3.5688.21,LungLeaf-FissureSegmentation,20.73773
1.2.156.112605.14038013507639.20180625011625.3.5688.21,LungSeg-LungSegPrediction-StageOne,0.09043
1.2.156.112605.14038013507639.20180625011625.3.5688.21,LungSeg-LungSegPrediction,0.29954
1.2.156.112605.14038013507639.20180707003444.3.5688.6,LungLeaf-PostProcessingAndDetection,14.14413
1.2.156.112605.14038013507639.20180707003444.3.5688.6,LungLeaf-PositionPrediction,0.00039
1.2.156.112605.14038013507639.20180707003444.3.5688.6,LungSeg-LungSegPrediction-StageOne,0.04404
1.2.156.112605.14038013507639.20180707003444.3.5688.6,LungSeg-LungSegPrediction,0.39224
1.2.156.112605.14038013507639.20180707011436.3.5688.16,Preprocess-Cpp,9.27051
1.2.156.112605.14038013507639.20180707011436.3.5688.16,Preprocess-Python,0.00013
1.2.156.112605.14038013507639.20180707003611.3.5688.12,Preprocess-Cpp,10.00548
1.2.156.112605.14038013507639.20180707003611.3.5688.12,Preprocess-Python,0.00009
1.2.156.112605.14038013507639.20180625002401.3.5688.16,LungLeaf-PostProcessingAndDetection,16.28684
1.2.156.112605.14038013507639.20180625002401.3.5688.16,LungLeaf-PositionPrediction,0.00028
1.2.156.112605.14038013507639.20180625002401.3.5688.16,LungSeg-LungSegPrediction-StageOne,0.05876
1.2.156.112605.14038013507639.20180625002401.3.5688.16,LungSeg-LungSegPrediction,0.36406
1.2.156.112605.14038013507639.20180707011436.3.5688.16,PostProcess-AirwayModel,0.10993
1.2.156.112605.14038013507639.20180707003611.3.5688.12,PostProcess-AirwayModel,0.07955
1.2.156.112605.14038013507639.20180707011436.3.5688.16,PostProcess-fpAreaCheck,0.00085
1.2.156.112605.14038013507639.20180707011436.3.5688.16,PostProcess-NoduleSegmentation,3.16165
1.2.156.112605.14038013507639.20180707011436.3.5688.16,PostProcess-DensityClassification,0.08320
1.2.156.112605.14038013507639.20180707011436.3.5688.16,PostProcess-MaliClassification,1.39282
1.2.156.112605.14038013507639.20180707011436.3.5688.16,LungLeaf-FissurePreproc,0.41540
1.2.156.112605.14038013507639.20180707003611.3.5688.12,PostProcess-fpAreaCheck,0.00144
1.2.156.112605.14038013507639.20180707003611.3.5688.12,PostProcess-NoduleSegmentation,9.26727
1.2.156.112605.14038013507639.20180707003611.3.5688.12,PostProcess-DensityClassification,0.10591
1.2.156.112605.14038013507639.20180707003611.3.5688.12,PostProcess-MaliClassification,2.06397
1.2.156.112605.14038013507639.20180707003611.3.5688.12,LungLeaf-FissurePreproc,0.43292
1.2.156.112605.14038013507639.20180707011436.3.5688.16,LungLeaf-FissureSegmentation-SlidingWindow,13.56019
1.2.156.112605.14038013507639.20180707003611.3.5688.12,LungLeaf-FissureSegmentation-SlidingWindow,13.40679
1.2.156.112605.14038013507639.20180707011436.3.5688.16,LungLeaf-FissureSegmentation-PatchPrediction,3.35523
1.2.156.112605.14038013507639.20180707011436.3.5688.16,LungLeaf-FissureSegmentation-MergeResult,0.03203
1.2.156.112605.14038013507639.20180707011436.3.5688.16,LungLeaf-FissureSegmentation,21.92647
1.2.156.112605.14038013507639.20180707011436.3.5688.16,LungSeg-LungSegPrediction-StageOne,0.05575
1.2.156.112605.14038013507639.20180707011436.3.5688.16,LungSeg-LungSegPrediction,0.34310
1.2.156.112605.14038013507639.20180707003611.3.5688.12,LungLeaf-FissureSegmentation-PatchPrediction,4.29270
1.2.156.112605.14038013507639.20180707003611.3.5688.12,LungLeaf-FissureSegmentation-MergeResult,0.03624
1.2.156.112605.14038013507639.20180707003611.3.5688.12,LungLeaf-FissureSegmentation,22.76196
1.2.156.112605.14038013507639.20180707003611.3.5688.12,LungSeg-LungSegPrediction-StageOne,0.07050
1.2.156.112605.14038013507639.20180707003611.3.5688.12,LungSeg-LungSegPrediction,0.35991
1.2.156.112605.14038013507639.20180707014517.3.5688.7,Preprocess-Cpp,10.00135
1.2.156.112605.14038013507639.20180707014517.3.5688.7,Preprocess-Python,0.00015
1.2.156.112605.14038013507639.20180707014409.3.5688.7,Preprocess-Cpp,11.66341
1.2.156.112605.14038013507639.20180707014409.3.5688.7,Preprocess-Python,0.00014
1.2.156.112605.14038013507639.20180707014635.3.5688.5,Preprocess-Cpp,11.44813
1.2.156.112605.14038013507639.20180707014635.3.5688.5,Preprocess-Python,0.00019
1.2.156.112605.14038013507639.20180707014517.3.5688.7,PostProcess-AirwayModel,0.10171
1.2.156.112605.14038013507639.20180707014935.3.5688.18,Preprocess-Cpp,13.08067
1.2.156.112605.14038013507639.20180707014935.3.5688.18,Preprocess-Python,0.00022
1.2.156.112605.14038013507639.20180707014517.3.5688.7,PostProcess-fpAreaCheck,0.00082
1.2.156.112605.14038013507639.20180707014517.3.5688.7,PostProcess-NoduleSegmentation,2.73366
1.2.156.112605.14038013507639.20180707014517.3.5688.7,PostProcess-DensityClassification,0.13501
1.2.156.112605.14038013507639.20180707014517.3.5688.7,PostProcess-MaliClassification,1.23511
1.2.156.112605.14038013507639.20180707014635.3.5688.5,PostProcess-AirwayModel,0.16837
1.2.156.112605.14038013507639.20180707014517.3.5688.7,LungLeaf-FissurePreproc,0.43001
1.2.156.112605.14038013507639.20180707014409.3.5688.7,PostProcess-AirwayModel,0.09900
1.2.156.112605.14038013507639.20180707014935.3.5688.18,PostProcess-AirwayModel,0.10183
1.2.156.112605.14038013507639.20180707014409.3.5688.7,PostProcess-fpAreaCheck,0.00251
1.2.156.112605.14038013507639.20180707014409.3.5688.7,PostProcess-NoduleSegmentation,6.23322
1.2.156.112605.14038013507639.20180707014409.3.5688.7,PostProcess-DensityClassification,0.21914
1.2.156.112605.14038013507639.20180707014409.3.5688.7,PostProcess-MaliClassification,3.86285
1.2.156.112605.14038013507639.20180707014409.3.5688.7,LungLeaf-FissurePreproc,0.55256
1.2.156.112605.14038013507639.20180707014935.3.5688.18,PostProcess-fpAreaCheck,0.00118
1.2.156.112605.14038013507639.20180707014935.3.5688.18,PostProcess-NoduleSegmentation,8.47127
1.2.156.112605.14038013507639.20180707014935.3.5688.18,PostProcess-DensityClassification,0.03363
1.2.156.112605.14038013507639.20180707014935.3.5688.18,PostProcess-MaliClassification,1.45206
1.2.156.112605.14038013507639.20180707014935.3.5688.18,LungLeaf-FissurePreproc,0.68332
1.2.156.112605.14038013507639.20180707014517.3.5688.7,LungLeaf-FissureSegmentation-SlidingWindow,13.03229
1.2.156.112605.14038013507639.20180707014635.3.5688.5,PostProcess-fpAreaCheck,0.00182
1.2.156.112605.14038013507639.20180707014635.3.5688.5,PostProcess-NoduleSegmentation,14.63983
1.2.156.112605.14038013507639.20180707014635.3.5688.5,PostProcess-DensityClassification,0.08248
1.2.156.112605.14038013507639.20180707014635.3.5688.5,PostProcess-MaliClassification,2.38478
1.2.156.112605.14038013507639.20180707014635.3.5688.5,LungLeaf-FissurePreproc,0.82321
1.2.156.112605.14038013507639.20180707014517.3.5688.7,LungLeaf-FissureSegmentation-PatchPrediction,4.01406
1.2.156.112605.14038013507639.20180707014517.3.5688.7,LungLeaf-FissureSegmentation-MergeResult,0.03453
1.2.156.112605.14038013507639.20180707014517.3.5688.7,LungLeaf-FissureSegmentation,22.24381
1.2.156.112605.14038013507639.20180707014409.3.5688.7,LungLeaf-FissureSegmentation-SlidingWindow,15.93878
1.2.156.112605.14038013507639.20180707014935.3.5688.18,LungLeaf-FissureSegmentation-SlidingWindow,17.09923
1.2.156.112605.14038013507639.20180707014635.3.5688.5,LungLeaf-FissureSegmentation-SlidingWindow,14.94349
1.2.156.112605.14038013507639.20180707014517.3.5688.7,LungLeaf-PostProcessingAndDetection,12.62594
1.2.156.112605.14038013507639.20180707014517.3.5688.7,LungLeaf-PositionPrediction,0.00048
1.2.156.112605.14038013507639.20180707014517.3.5688.7,LungSeg-LungSegPrediction-StageOne,0.05739
1.2.156.112605.14038013507639.20180707014517.3.5688.7,LungSeg-LungSegPrediction,0.40277
1.2.156.112605.14038013507639.20180707014409.3.5688.7,LungLeaf-FissureSegmentation-PatchPrediction,4.97962
1.2.156.112605.14038013507639.20180707014409.3.5688.7,LungLeaf-FissureSegmentation-MergeResult,0.04289
1.2.156.112605.14038013507639.20180707014409.3.5688.7,LungLeaf-FissureSegmentation,26.51349
1.2.156.112605.14038013507639.20180707014935.3.5688.18,LungLeaf-FissureSegmentation-PatchPrediction,5.60098
1.2.156.112605.14038013507639.20180707014935.3.5688.18,LungLeaf-FissureSegmentation-MergeResult,0.04164
1.2.156.112605.14038013507639.20180707014935.3.5688.18,LungLeaf-FissureSegmentation,28.18974
1.2.156.112605.14038013507639.20180707014635.3.5688.5,LungLeaf-FissureSegmentation-PatchPrediction,5.76657
1.2.156.112605.14038013507639.20180707014409.3.5688.7,LungSeg-LungSegPrediction-StageOne,0.09771
1.2.156.112605.14038013507639.20180707014409.3.5688.7,LungSeg-LungSegPrediction,0.45270
1.2.156.112605.14038013507639.20180707014635.3.5688.5,LungLeaf-FissureSegmentation-MergeResult,0.04122
1.2.156.112605.14038013507639.20180707014635.3.5688.5,LungLeaf-FissureSegmentation,26.17678
1.2.156.112605.14038013507639.20180707014935.3.5688.18,LungSeg-LungSegPrediction-StageOne,0.07196
1.2.156.112605.14038013507639.20180707014935.3.5688.18,LungSeg-LungSegPrediction,0.44788
1.2.156.112605.14038013507639.20180707014635.3.5688.5,LungSeg-LungSegPrediction-StageOne,0.06853
1.2.156.112605.14038013507639.20180707014635.3.5688.5,LungSeg-LungSegPrediction,0.35234
1.2.156.112605.14038013507639.20180707015812.3.5688.7,Preprocess-Cpp,9.15210
1.2.156.112605.14038013507639.20180707015812.3.5688.7,Preprocess-Python,0.00010
1.2.156.112605.14038013507639.20180707015812.3.5688.7,PostProcess-AirwayModel,0.07727
1.2.156.112605.14038013507639.20180707015812.3.5688.7,PostProcess-fpAreaCheck,0.00409
1.2.156.112605.14038013507639.20180707015812.3.5688.7,PostProcess-NoduleSegmentation,28.58953
1.2.156.112605.14038013507639.20180707015812.3.5688.7,PostProcess-DensityClassification,0.16413
1.2.156.112605.14038013507639.20180707015812.3.5688.7,PostProcess-MaliClassification,6.58600
1.2.156.112605.14038013507639.20180707015812.3.5688.7,LungLeaf-FissurePreproc,0.47593
1.2.156.112605.14038013507639.20180707015812.3.5688.7,LungLeaf-FissureSegmentation-SlidingWindow,12.73249
1.2.156.112605.14038013507639.20180707020103.3.5688.9,Preprocess-Cpp,9.33459
1.2.156.112605.14038013507639.20180707020103.3.5688.9,Preprocess-Python,0.00012
1.2.156.112605.14038013507639.20180707020630.3.5688.20,Preprocess-Cpp,10.08722
1.2.156.112605.14038013507639.20180707020630.3.5688.20,Preprocess-Python,0.00010
1.2.156.112605.14038013507639.20180707015812.3.5688.7,LungLeaf-FissureSegmentation-PatchPrediction,4.91703
1.2.156.112605.14038013507639.20180707015812.3.5688.7,LungLeaf-FissureSegmentation-MergeResult,0.03631
1.2.156.112605.14038013507639.20180707015812.3.5688.7,LungLeaf-FissureSegmentation,23.01398
1.2.156.112605.14038013507639.20180707020103.3.5688.9,PostProcess-AirwayModel,0.08480
1.2.156.112605.14038013507639.20180707020630.3.5688.20,PostProcess-AirwayModel,0.07691
1.2.156.112605.14038013507639.20180707020630.3.5688.20,PostProcess-fpAreaCheck,0.00121
1.2.156.112605.14038013507639.20180707020630.3.5688.20,PostProcess-NoduleSegmentation,4.76824
