serid,type,time
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,Detection-2ModelGetPbb,1.19443
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,Detection-Concat,0.00013
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,Detection-2ModelPredict,83.33663
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,Detection-GeneratePatches,11.45877
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,Detection-SplitPatches,0.00017
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,Detection-GeneratePatches,11.77201
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,Detection-SplitPatches,0.00013
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,Detection-2ModelGetPbb,1.38524
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,Detection-Concat,0.00018
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,Detection-GeneratePatches,12.17442
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,Detection-SplitPatches,0.00028
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,Detection-Dbscan,3.10681
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,Detection-Relocate,0.00112
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,PostProcess-AirwayModel,0.28967
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,Detection-Dbscan,18.25242
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,Detection-Relocate,0.00152
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,PostProcess-fpAreaCheck,0.00103
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,PostProcess-NoduleSegmentation,8.66315
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,PostProcess-DensityClassification,2.02252
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,PostProcess-MaliClassification,4.31344
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,LungLeaf-FissurePreproc,1.42241
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,Preprocess-Cpp,39.77978
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,PostProcess-AirwayModel,0.43671
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,Preprocess-Cpp,44.48455
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,LungLeaf-FissureSegmentation-SlidingWindow,10.86926
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,Preprocess-Python,19.22658
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,Preprocess-Python,21.04102
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,Detection-PrepareLoader,0.00008
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,LungLeaf-FissureSegmentation-PatchPrediction,21.33572
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,LungLeaf-FissureSegmentation-MergeResult,0.05647
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,LungLeaf-FissureSegmentation,36.44821
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,Detection-GeneratePatches,12.35829
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,Detection-SplitPatches,0.00016
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,Detection-GeneratePatches,15.43999
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,Detection-SplitPatches,0.00020
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,LungLeaf-PostProcessingAndDetection,11.68249
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,LungLeaf-PositionPrediction,1.00143
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,LungSeg-LungSegPrediction-StageOne,0.04721
1.3.12.2.1107.5.1.4.67176.30000016022400090631000006571,LungSeg-LungSegPrediction,0.25189
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,PostProcess-fpAreaCheck,0.00336
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,PostProcess-NoduleSegmentation,34.73507
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,PostProcess-DensityClassification,8.14553
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,PostProcess-MaliClassification,12.89429
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,LungLeaf-FissurePreproc,1.15557
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,LungLeaf-FissureSegmentation-SlidingWindow,10.07690
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,Detection-2ModelPredict,136.69527
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,Detection-2ModelGetPbb,1.22031
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,Detection-Concat,0.00014
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,Detection-Dbscan,0.61822
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,Detection-Relocate,0.00076
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,Preprocess-Cpp,28.45026
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,PostProcess-AirwayModel,0.69827
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,Detection-2ModelPredict,145.30770
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,Detection-2ModelGetPbb,1.18148
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,Detection-Concat,0.00013
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,PostProcess-fpAreaCheck,0.00039
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,PostProcess-NoduleSegmentation,6.87840
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,PostProcess-DensityClassification,1.08052
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,PostProcess-MaliClassification,1.57889
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,Preprocess-Cpp,33.39841
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,Detection-Dbscan,5.31787
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,Detection-Relocate,0.00126
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,LungLeaf-FissurePreproc,1.61796
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,LungLeaf-FissureSegmentation-PatchPrediction,48.34245
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,LungLeaf-FissureSegmentation-MergeResult,0.10539
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,LungLeaf-FissureSegmentation,64.96694
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,PostProcess-AirwayModel,0.76150
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,Preprocess-Python,20.77976
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,Detection-PrepareLoader,0.00007
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,LungLeaf-FissureSegmentation-SlidingWindow,12.77359
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,Preprocess-Python,19.50371
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,Detection-GeneratePatches,14.10525
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,Detection-SplitPatches,0.00016
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,LungLeaf-PostProcessingAndDetection,19.48284
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,LungLeaf-PositionPrediction,0.00038
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,LungSeg-LungSegPrediction-StageOne,0.11415
1.3.12.2.1107.5.1.4.67176.30000016030223575276800000873,LungSeg-LungSegPrediction,0.69870
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,Detection-2ModelPredict,173.49621
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,Detection-GeneratePatches,7.10687
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,Detection-SplitPatches,0.00023
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,Detection-2ModelGetPbb,1.51090
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,Detection-Concat,0.00011
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,PostProcess-fpAreaCheck,0.00246
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,PostProcess-NoduleSegmentation,20.80428
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,PostProcess-DensityClassification,4.94299
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,PostProcess-MaliClassification,8.35135
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,LungLeaf-FissurePreproc,1.29020
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,LungLeaf-FissureSegmentation-SlidingWindow,6.69930
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,LungLeaf-FissureSegmentation-PatchPrediction,34.94068
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,LungLeaf-FissureSegmentation-MergeResult,0.05758
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,LungLeaf-FissureSegmentation,52.55714
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,LungLeaf-PostProcessingAndDetection,13.09367
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,LungLeaf-PositionPrediction,0.00037
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,LungSeg-LungSegPrediction-StageOne,0.03432
1.3.12.2.1107.5.1.4.67176.30000016031600230904500030383,LungSeg-LungSegPrediction,0.24129
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,Preprocess-Cpp,33.76769
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,Detection-Dbscan,40.10911
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,Detection-Relocate,0.00273
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,LungLeaf-FissureSegmentation-PatchPrediction,28.68724
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,LungLeaf-FissureSegmentation-MergeResult,0.04321
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,LungLeaf-FissureSegmentation,39.74944
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,PostProcess-AirwayModel,0.33739
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,Preprocess-Python,21.94470
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,LungLeaf-PostProcessingAndDetection,12.48820
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,LungLeaf-PositionPrediction,0.00036
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,LungSeg-LungSegPrediction-StageOne,0.10444
1.3.12.2.1107.5.1.4.67176.30000016031623575583400035352,LungSeg-LungSegPrediction,0.48025
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,Detection-GeneratePatches,10.00427
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,Detection-SplitPatches,0.00023
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,Preprocess-Cpp,31.13392
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,Detection-2ModelPredict,202.67173
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,Detection-2ModelGetPbb,1.51865
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,Detection-Concat,0.00018
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,Preprocess-Python,15.17353
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,Detection-GeneratePatches,9.61518
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,Detection-SplitPatches,0.00017
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,Preprocess-Cpp,33.07673
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,Preprocess-Python,19.87386
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,Detection-PrepareLoader,0.00005
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,Detection-Dbscan,37.36674
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,Detection-Relocate,0.00327
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,Detection-GeneratePatches,9.52437
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,Detection-SplitPatches,0.00014
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,PostProcess-AirwayModel,0.51515
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,Detection-2ModelPredict,270.93978
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,Detection-2ModelGetPbb,2.05329
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,Detection-Concat,0.00016
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,PostProcess-fpAreaCheck,0.00573
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,PostProcess-NoduleSegmentation,67.87022
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,PostProcess-DensityClassification,16.77475
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,PostProcess-MaliClassification,24.54920
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,LungLeaf-FissurePreproc,1.43530
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,Detection-2ModelPredict,173.65737
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,Detection-2ModelGetPbb,1.25559
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,Detection-Concat,0.00015
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,Detection-Dbscan,14.55723
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,Detection-Relocate,0.00115
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,Detection-Dbscan,4.48812
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,Detection-Relocate,0.00072
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,PostProcess-AirwayModel,0.64099
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,PostProcess-AirwayModel,0.68923
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,LungLeaf-FissureSegmentation-SlidingWindow,15.82046
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,PostProcess-fpAreaCheck,0.02495
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,PostProcess-NoduleSegmentation,9.02195
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,PostProcess-DensityClassification,1.45774
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,PostProcess-MaliClassification,2.45676
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,LungLeaf-FissurePreproc,1.42696
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,Detection-2ModelPredict,208.22939
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,Detection-2ModelGetPbb,1.58642
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,Detection-Concat,0.00013
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,Detection-Dbscan,5.25877
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,Detection-Relocate,0.00129
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,PostProcess-fpAreaCheck,0.00127
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,PostProcess-NoduleSegmentation,16.90094
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,PostProcess-DensityClassification,3.51371
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,PostProcess-MaliClassification,4.39910
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,LungLeaf-FissureSegmentation-SlidingWindow,12.73837
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,LungLeaf-FissurePreproc,1.62223
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,LungLeaf-FissureSegmentation-PatchPrediction,24.96847
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,PostProcess-AirwayModel,0.69747
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,LungLeaf-FissureSegmentation-MergeResult,0.05418
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,LungLeaf-FissureSegmentation,47.04636
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,LungLeaf-FissureSegmentation-SlidingWindow,15.38786
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,LungLeaf-PostProcessingAndDetection,18.11094
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,LungLeaf-PositionPrediction,0.00029
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,LungSeg-LungSegPrediction-StageOne,0.16077
1.3.12.2.1107.5.1.4.67176.30000016030223575276800008601,LungSeg-LungSegPrediction,0.49261
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,PostProcess-fpAreaCheck,0.00216
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,PostProcess-NoduleSegmentation,18.48319
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,PostProcess-DensityClassification,5.32227
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,PostProcess-MaliClassification,6.45480
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,LungLeaf-FissureSegmentation-PatchPrediction,30.79527
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,Detection-2ModelPredict,142.77239
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,LungLeaf-FissureSegmentation-MergeResult,0.08610
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,LungLeaf-FissureSegmentation,49.35569
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,LungLeaf-FissurePreproc,1.29042
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,Detection-2ModelGetPbb,1.10355
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,Detection-Concat,0.00013
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,LungLeaf-PostProcessingAndDetection,10.89522
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,LungLeaf-PositionPrediction,0.00041
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,LungLeaf-FissureSegmentation-PatchPrediction,26.15537
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,LungSeg-LungSegPrediction-StageOne,0.05094
1.3.12.2.1107.5.1.4.67176.30000016032200245076100034120,LungSeg-LungSegPrediction,0.32613
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,Detection-Dbscan,8.50614
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,Detection-Relocate,0.00134
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,LungLeaf-FissureSegmentation-MergeResult,0.04948
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,LungLeaf-FissureSegmentation,48.34454
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,LungLeaf-FissureSegmentation-SlidingWindow,12.46680
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,PostProcess-AirwayModel,0.41535
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,PostProcess-fpAreaCheck,0.00689
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,PostProcess-NoduleSegmentation,77.61106
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,PostProcess-DensityClassification,14.80764
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,PostProcess-MaliClassification,23.37837
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,LungLeaf-FissurePreproc,1.90132
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,LungLeaf-PostProcessingAndDetection,17.80406
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,LungLeaf-PositionPrediction,0.00036
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,LungSeg-LungSegPrediction-StageOne,0.07252
1.3.12.2.1107.5.1.4.67176.30000016032100002149000019491,LungSeg-LungSegPrediction,0.47052
1.3.12.2.1107.5.1.4.67176.30000016032800111982600020918,Preprocess-Cpp,33.71238
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,Detection-2ModelPredict,206.89568
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,Detection-2ModelGetPbb,1.97707
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,Detection-Concat,0.00020
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,LungLeaf-FissureSegmentation-PatchPrediction,19.18578
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,LungLeaf-FissureSegmentation-MergeResult,0.06965
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,LungLeaf-FissureSegmentation,36.26988
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,Detection-2ModelPredict,137.59502
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,Detection-Dbscan,1.82044
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,Detection-Relocate,0.00089
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,Detection-2ModelGetPbb,1.40867
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,Detection-Concat,0.00011
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,PostProcess-AirwayModel,0.28325
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,LungLeaf-FissureSegmentation-SlidingWindow,14.17813
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,Detection-Dbscan,4.93241
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,Detection-Relocate,0.00110
1.3.12.2.1107.5.1.4.67176.30000016032800111982600020918,Preprocess-Python,15.19546
1.3.12.2.1107.5.1.4.67176.30000016032800111982600020918,Detection-PrepareLoader,0.00007
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,PostProcess-AirwayModel,0.23448
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,PostProcess-fpAreaCheck,0.00100
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,PostProcess-NoduleSegmentation,9.74769
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,PostProcess-DensityClassification,0.39918
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,PostProcess-MaliClassification,1.68644
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,LungLeaf-FissurePreproc,1.90107
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,LungLeaf-PostProcessingAndDetection,17.79546
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,LungLeaf-PositionPrediction,0.00034
1.3.12.2.1107.5.1.4.67176.30000016032800111982600020918,Detection-GeneratePatches,7.33984
1.3.12.2.1107.5.1.4.67176.30000016032800111982600020918,Detection-SplitPatches,0.00022
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,LungSeg-LungSegPrediction-StageOne,0.08875
1.3.12.2.1107.5.1.4.67176.30000016032200245076100029007,LungSeg-LungSegPrediction,0.48525
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,LungLeaf-FissureSegmentation-PatchPrediction,9.89877
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,PostProcess-fpAreaCheck,0.00074
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,PostProcess-NoduleSegmentation,7.85479
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,PostProcess-DensityClassification,0.39142
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,PostProcess-MaliClassification,1.24273
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,LungLeaf-FissureSegmentation-MergeResult,0.09922
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,LungLeaf-FissureSegmentation,28.79954
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,LungLeaf-FissurePreproc,1.79805
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,PostProcess-fpAreaCheck,0.00288
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,PostProcess-NoduleSegmentation,32.76673
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,PostProcess-DensityClassification,2.55986
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,PostProcess-MaliClassification,6.32579
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,LungLeaf-FissurePreproc,1.72851
1.3.12.2.1107.5.1.4.67176.30000016032900070656800012724,Preprocess-Cpp,39.90521
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,LungLeaf-FissureSegmentation-SlidingWindow,15.65982
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,LungLeaf-PostProcessingAndDetection,15.68908
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,LungLeaf-PositionPrediction,0.00039
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,LungLeaf-FissureSegmentation-SlidingWindow,14.14412
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,LungSeg-LungSegPrediction-StageOne,0.20382
1.3.12.2.1107.5.1.4.67176.30000016032100002149000021661,LungSeg-LungSegPrediction,0.73884
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,LungLeaf-FissureSegmentation-SlidingWindow,12.45451
1.3.12.2.1107.5.1.4.67176.30000016032900070656800014515,Preprocess-Cpp,39.94773
1.3.12.2.1107.5.1.4.67176.30000016032900070656800012724,Preprocess-Python,23.02898
1.3.12.2.1107.5.1.4.67176.30000016032900070656800012724,Detection-PrepareLoader,0.00006
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,LungLeaf-FissureSegmentation-PatchPrediction,16.54202
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,LungLeaf-FissureSegmentation-MergeResult,0.06153
1.3.12.2.1107.5.1.4.67176.30000016032300024842100060244,LungLeaf-FissureSegmentation,34.83709
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,LungLeaf-FissureSegmentation-PatchPrediction,13.03331
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,LungLeaf-FissureSegmentation-MergeResult,0.05209
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,LungLeaf-FissureSegmentation,30.15046
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,LungLeaf-FissureSegmentation-PatchPrediction,21.27119
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,LungLeaf-FissureSegmentation-MergeResult,0.09352
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,LungLeaf-FissureSegmentation,42.14339
1.3.12.2.1107.5.1.4.67176.30000016032900070656800012724,Detection-GeneratePatches,13.57976
1.3.12.2.1107.5.1.4.67176.30000016032900070656800012724,Detection-SplitPatches,0.00026
1.3.12.2.1107.5.1.4.67176.30000016032900070656800014515,Preprocess-Python,20.45471
1.3.12.2.1107.5.1.4.67176.30000016032900070656800014515,Detection-PrepareLoader,0.00008
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,LungLeaf-PostProcessingAndDetection,16.02852
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,LungLeaf-PositionPrediction,0.00041
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,LungSeg-LungSegPrediction-StageOne,0.12310
1.3.12.2.1107.5.1.4.67176.30000016032300024842100023385,LungSeg-LungSegPrediction,0.52592
1.3.12.2.1107.5.1.4.67176.30000016032900070656800014515,Detection-GeneratePatches,7.70983
1.3.12.2.1107.5.1.4.67176.30000016032900070656800014515,Detection-SplitPatches,0.00013
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,LungLeaf-PostProcessingAndDetection,18.26557
1.3.12.2.1107.5.1.4.67176.30000016032300024842100015144,LungLeaf-PositionPrediction,1.00145
